statute,title_id,title_text,level_1_id,level_1_text,level_2_id,level_2_text,level_3_id,level_3_text,level_4_id,level_4_text,section_id,section_text
18_507,18,crimes and offenses,part i, preliminary provisions,chapter 5, general principles of justification,-,-,-,-,507, use of force for the protection of property.
18_508,18,crimes and offenses,part i, preliminary provisions,chapter 5, general principles of justification,-,-,-,-,508, use of force in law enforcement.
18_509,18,crimes and offenses,part i, preliminary provisions,chapter 5, general principles of justification,-,-,-,-,509," use of force by persons with special responsibility for care, discipline or safety"
18_510,18,crimes and offenses,part i, preliminary provisions,chapter 5, general principles of justification,-,-,-,-,510, justification in property crimes.
18_901,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,901, criminal attempt.
18_902,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,902, criminal solicitation.
18_903,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,903, criminal conspiracy.
18_904,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,904," incapacity, irresponsibility or immunity of party to solicitation or conspiracy."
18_905,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,905," grading of criminal attempt, solicitation and conspiracy."
18_906,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,906, multiple convictions of inchoate crimes barred.
18_907,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,907, possessing instruments of crime.
18_908,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,908, prohibited offensive weapons.
18_908.1,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,908.1,use or possession of electric or electronic incapacitation device.
18_909,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,909," manufacture, distribution or possession of master keys for motor vehicles."
18_910,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,910," manufacture, distribution, use or possession of devices for theft of telecommunications"
18_911,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,911, corrupt organizations.
18_912,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,912, possession of weapon on school property.
18_913,18,crimes and offenses,part i, preliminary provisions,chapter 9, inchoate crimes,-,-,-,-,913, possession of firearm or other dangerous weapon in court facility.
18_1101,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1101, fines.
18_1102,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1102," sentence for murder, murder of unborn child and murder of law enforcement officer."
18_1102.1,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1102.1,"sentence of persons under the age of 18 for murder, murder of an unborn child and"
18_1103,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1103, sentence of imprisonment for felony.
18_1104,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1104, sentence of imprisonment for misdemeanors.
18_1105,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1105, sentence of imprisonment for summary offenses.
18_1106,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1106, restitution for injuries to person or property.
18_1107,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1107, restitution for theft of timber.
18_1107.1,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1107.1,restitution for identity theft.
18_1108,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1108, district attorneys' standing and interest in prisoner litigation.
18_1109,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1109, costs.
18_1110,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1110, restitution for cleanup of clandestine laboratories.
18_1111,18,crimes and offenses,part i, preliminary provisions,chapter 11, authorized disposition of offenders,-,-,-,-,1111, accelerated rehabilitative disposition prohibited.
18_1301 (transferred).,18,crimes and offenses,part i, preliminary provisions,chapter 13, authority of court in sentencing (transferred),subchapter a, general provisions (transferred),-,-,1301 (transferred).,NA
18_1311 & 1312 (transferred).,18,crimes and offenses,part i, preliminary provisions,chapter 13, authority of court in sentencing (transferred),subchapter b, sentencing authority (transferred),-,-,1311 & 1312 (transferred).,NA
18_1321 - 1326 (transferred).,18,crimes and offenses,part i, preliminary provisions,chapter 13, authority of court in sentencing (transferred),subchapter c, sentencing alternatives (transferred),-,-,1321 - 1326 (transferred).,NA
18_1331 - 1337 (transferred).,18,crimes and offenses,part i, preliminary provisions,chapter 13, authority of court in sentencing (transferred),subchapter d, informational basis of sentence (transferred),-,-,1331 - 1337 (transferred).,NA
18_1351 - 1362 (transferred).,18,crimes and offenses,part i, preliminary provisions,chapter 13, authority of court in sentencing (transferred),subchapter e, imposition of sentence (transferred),-,-,1351 - 1362 (transferred).,NA
18_1371 & 1372 (transferred).,18,crimes and offenses,part i, preliminary provisions,chapter 13, authority of court in sentencing (transferred),subchapter f, further judicial action (transferred),-,-,1371 & 1372 (transferred).,NA
18_1381 - 1385 (repealed).,18,crimes and offenses,part i, preliminary provisions,chapter 13, authority of court in sentencing (transferred),subchapter g, pennsylvania commission on sentencing (repealed or transferred),-,-,1381 - 1385 (repealed).,NA
18_1386 (transferred).,18,crimes and offenses,part i, preliminary provisions,chapter 13, authority of court in sentencing (transferred),subchapter g, pennsylvania commission on sentencing (repealed or transferred),-,-,1386 (transferred).,NA
18_2101,18,crimes and offenses,part ii, definition of specific offenses,article a, offenses against existence or,chapter 21, offenses against the flag,-,-,2101, display of flag at public meetings.
18_2102,18,crimes and offenses,part ii, definition of specific offenses,article a, offenses against existence or,chapter 21, offenses against the flag,-,-,2102, desecration of flag.
18_2103,18,crimes and offenses,part ii, definition of specific offenses,article a, offenses against existence or,chapter 21, offenses against the flag,-,-,2103, insults to national or commonwealth flag.
18_2301,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 23, general provisions,-,-,2301, definitions.
18_2501,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 25, criminal homicide,-,-,2501, criminal homicide.
18_2502,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 25, criminal homicide,-,-,2502, murder.
18_2503,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 25, criminal homicide,-,-,2503, voluntary manslaughter.
18_2504,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 25, criminal homicide,-,-,2504, involuntary manslaughter.
18_2505,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 25, criminal homicide,-,-,2505, causing or aiding suicide.
18_2506,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 25, criminal homicide,-,-,2506, drug delivery resulting in death.
18_2507,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 25, criminal homicide,-,-,2507, criminal homicide of law enforcement officer.
18_2601,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2601, short title of chapter.
18_2602,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2602, definitions.
18_2603,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2603, criminal homicide of unborn child.
18_2604,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2604, murder of unborn child.
18_2605,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2605, voluntary manslaughter of unborn child.
18_2606,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2606, aggravated assault of unborn child.
18_2607,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2607, culpability.
18_2608,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2608, nonliability and defenses.
18_2609,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 26, crimes against unborn child,-,-,2609, construction.
18_2701,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2701, simple assault.
18_2702,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2702, aggravated assault.
18_2702.1,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2702.1,assault of law enforcement officer.
18_2703,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2703, assault by prisoner.
18_2703.1,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2703.1,aggravated harassment by prisoner.
18_2704,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2704, assault by life prisoner.
18_2705,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2705, recklessly endangering another person.
18_2706,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2706, terroristic threats.
18_2707,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2707, propulsion of missiles into an occupied vehicle or onto a roadway.
18_2707.1,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2707.1,discharge of a firearm into an occupied structure.
18_2707.2,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2707.2,paintball guns and paintball markers.
18_2708,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2708, use of tear or noxious gas in labor disputes.
18_2709,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2709, harassment.
18_2709.1,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2709.1,stalking.
18_2710,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2710, ethnic intimidation.
18_2711,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2711, probable cause arrests in domestic violence cases.
18_2712,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2712, assault on sports official.
18_2713,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2713, neglect of care-dependent person.
18_2713.1,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2713.1,abuse of care-dependent person.
18_2714,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2714, unauthorized administration of intoxicant.
18_2715,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2715, threat to use weapons of mass destruction.
18_2716,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2716, weapons of mass destruction.
18_2717,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2717, terrorism.
18_2718,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 27, assault,-,-,2718, strangulation.
18_2801,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2801, definitions.
18_2802,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2802, hazing.
18_2803,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2803, aggravated hazing.
18_2804,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2804, organizational hazing.
18_2805,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2805, institutional hazing.
18_2806,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2806, defenses prohibited.
18_2807,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2807, forfeiture.
18_2808,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2808, enforcement by institution and secondary school.
18_2809,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2809, institutional reports.
18_2810,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2810, safe harbor.
18_2811,18,crimes and offenses,part ii, definition of specific offenses,article b, offenses involving danger,chapter 28, antihazing,-,-,2811, civil remedies.
22_501,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 5, private police,-,-,501, appointment by nonprofit corporations.
22_3301,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, railroad and street railway police,-,-,3301, appointment.
22_3302,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, railroad and street railway police,-,-,3302, oath of office.
22_3303,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, railroad and street railway police,-,-,3303, powers and duties.
22_3304,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, railroad and street railway police,-,-,3304, compensation and liability.
22_3305,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, railroad and street railway police,-,-,3305, termination of appointment.
22_3701,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3701, scope of chapter.
22_3702,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3702, definitions.
22_3703,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3703, appointment required.
22_3704,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3704, appointment by nonprofit corporations.
22_3705,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3705, qualifications for appointment.
22_3706,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3706," suspension, revocation, limitation and restriction of appointment; restoration of"
22_3707,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3707, termination of appointment.
22_3708,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3708, powers and authority; jurisdiction.
22_3709,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3709, penalties.
22_3710,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3710, search warrants.
22_3711,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3711, limitation on possession of firearms.
22_3712,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3712, training program.
22_3713,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3713, continuing education program.
22_3714,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3714, statewide registry.
22_3715,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3715, humane society police officer advisory board.
22_3716,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3716, costs.
22_3717,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3717, disposition of moneys.
22_3718,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 37, humane society police officers,-,-,3718, applicability to currently appointed individuals.
22_501.  appointment by nonprofit corporations.,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 5, humane society police officers,-,-,501.  appointment by nonprofit corporations.,NA
22_3301,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, humane society police officers,-,-,3301, appointment.
22_3302,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, humane society police officers,-,-,3302, oath of office.
22_3303,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, humane society police officers,-,-,3303, powers and duties.
22_3304,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, humane society police officers,-,-,3304, compensation and liability.
22_3305,22,detectives and private police,part ii, definition of specific offenses,article b, offenses involving danger,chapter 33, humane society police officers,-,-,3305, termination of appointment.
23_101,23,domestic relations,part i, general provisions,chapter 1, preliminary provisions,-,-,-,-,101, short title of title.
23_102,23,domestic relations,part i, general provisions,chapter 1, preliminary provisions,-,-,-,-,102, definitions.
23_1101,23,domestic relations,part ii, marriage,chapter 11, preliminary provisions,-,-,-,-,1101, short title of part.
23_1102,23,domestic relations,part ii, marriage,chapter 11, preliminary provisions,-,-,-,-,1102, definitions.
23_1103,23,domestic relations,part ii, marriage,chapter 11, preliminary provisions,-,-,-,-,1103, common-law marriage.
23_1104,23,domestic relations,part ii, marriage,chapter 11, preliminary provisions,-,-,-,-,1104, forms.
23_1105,23,domestic relations,part ii, marriage,chapter 11, preliminary provisions,-,-,-,-,1105, fees.
23_1106,23,domestic relations,part ii, marriage,chapter 11, preliminary provisions,-,-,-,-,1106, records and statistics.
23_1301,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1301, marriage license required.
23_1302,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1302, application for license.
23_1303,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1303, waiting period after application.
23_1304,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1304, restrictions on issuance of license.
23_1305,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1305, examination and tests for syphilis (repealed).
23_1306,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1306, oral examination.
23_1307,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1307, issuance of license.
23_1308,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1308, judicial review of refusal to issue license.
23_1309,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1309, filing applications and consent certificates.
23_1310,23,domestic relations,part ii, marriage,chapter 13, marriage license,-,-,-,-,1310, duration and form of license.
23_1501,23,domestic relations,part ii, marriage,chapter 15, marriage ceremony,-,-,-,-,1501, form of marriage certificates.
23_1502,23,domestic relations,part ii, marriage,chapter 15, marriage ceremony,-,-,-,-,1502, forms where parties perform ceremony.
23_1503,23,domestic relations,part ii, marriage,chapter 15, marriage ceremony,-,-,-,-,1503, persons qualified to solemnize marriages.
23_1504,23,domestic relations,part ii, marriage,chapter 15, marriage ceremony,-,-,-,-,1504, returns of marriages.
23_1701,23,domestic relations,part ii, marriage,chapter 17, miscellaneous provisions relating to marriage,-,-,-,-,1701, decree that spouse of applicant is presumed decedent.
23_1702,23,domestic relations,part ii, marriage,chapter 17, miscellaneous provisions relating to marriage,-,-,-,-,1702, marriage during existence of former marriage.
23_1703,23,domestic relations,part ii, marriage,chapter 17, miscellaneous provisions relating to marriage,-,-,-,-,1703, marriage within degree of consanguinity.
23_1704,23,domestic relations,part ii, marriage,chapter 17, miscellaneous provisions relating to marriage,-,-,-,-,1704, marriage between persons of the same sex.
23_1901,23,domestic relations,part ii, marriage,chapter 19, abolition of actions for alienation of affections and breach of promise to marry,-,-,-,-,1901, actions for alienation of affections abolished.
23_1902,23,domestic relations,part ii, marriage,chapter 19, abolition of actions for alienation of affections and breach of promise to marry,-,-,-,-,1902, actions for breach of promise to marry abolished.
23_1903,23,domestic relations,part ii, marriage,chapter 19, abolition of actions for alienation of affections and breach of promise to marry,-,-,-,-,1903, purpose of chapter.
23_1904,23,domestic relations,part ii, marriage,chapter 19, abolition of actions for alienation of affections and breach of promise to marry,-,-,-,-,1904, filing or threatening to file actions prohibited.
23_1905,23,domestic relations,part ii, marriage,chapter 19, abolition of actions for alienation of affections and breach of promise to marry,-,-,-,-,1905, instruments executed in satisfaction of abolished claims prohibited.
23_2101,23,domestic relations,part iii, adoption,chapter 21, preliminary provisions,-,-,-,-,2101, short title of part.
23_2102,23,domestic relations,part iii, adoption,chapter 21, preliminary provisions,-,-,-,-,2102, definitions.
23_2301,23,domestic relations,part iii, adoption,chapter 23, jurisdiction and parties,subchapter a, jurisdiction,-,-,2301, court.
23_2302,23,domestic relations,part iii, adoption,chapter 23, jurisdiction and parties,subchapter a, jurisdiction,-,-,2302, venue.
23_2311,23,domestic relations,part iii, adoption,chapter 23, jurisdiction and parties,subchapter b, parties,-,-,2311, who may be adopted.
23_2312,23,domestic relations,part iii, adoption,chapter 23, jurisdiction and parties,subchapter b, parties,-,-,2312, who may adopt.
23_2313,23,domestic relations,part iii, adoption,chapter 23, jurisdiction and parties,subchapter b, parties,-,-,2313, representation.
23_2501,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter a, voluntary relinquishment,-,-,2501, relinquishment to agency.
23_2502,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter a, voluntary relinquishment,-,-,2502, relinquishment to adult intending to adopt child.
23_2503,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter a, voluntary relinquishment,-,-,2503, hearing.
23_2504,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter a, voluntary relinquishment,-,-,2504, alternative procedure for relinquishment.
23_2504.1,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter a, voluntary relinquishment,-,-,2504.1,confidentiality.
23_2505,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter a, voluntary relinquishment,-,-,2505, counseling.
23_2511,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter b, involuntary termination,-,-,2511, grounds for involuntary termination.
23_2512,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter b, involuntary termination,-,-,2512, petition for involuntary termination.
23_2513,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter b, involuntary termination,-,-,2513, hearing.
23_2514,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter b, involuntary termination,-,-,2514, special provisions when child conceived as a result of rape or incest.
23_2521,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter c, decree of termination,-,-,2521, effect of decree of termination.
23_2530,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter d, reports and investigation,-,-,2530, home study and preplacement report.
23_2531,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter d, reports and investigation,-,-,2531, report of intention to adopt.
23_2532,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter d, reports and investigation,-,-,2532, filing of report.
23_2533,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter d, reports and investigation,-,-,2533, report of intermediary.
23_2534,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter d, reports and investigation,-,-,2534, exhibits.
23_2535,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter d, reports and investigation,-,-,2535, investigation.
23_2551,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter e, pennsylvania adoption cooperative exchange,-,-,2551, definitions.
23_2552,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter e, pennsylvania adoption cooperative exchange,-,-,2552, pennsylvania adoption cooperative exchange.
23_2553,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter e, pennsylvania adoption cooperative exchange,-,-,2553, registration of children.
23_2554,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter e, pennsylvania adoption cooperative exchange,-,-,2554, responsibilities of pace.
23_2555,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter e, pennsylvania adoption cooperative exchange,-,-,2555, responsibilities of public and private agencies.
23_2556,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter e, pennsylvania adoption cooperative exchange,-,-,2556, related activities of agencies unaffected.
23_2557,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter e, pennsylvania adoption cooperative exchange,-,-,2557, regulations and staff.
23_2558,23,domestic relations,part iii, adoption,chapter 25, proceedings prior to petition to adopt,subchapter e, pennsylvania adoption cooperative exchange,-,-,2558, retroactive application of subchapter.
23_2701,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter a, petition,-,-,2701, contents of petition for adoption.
23_2702,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter a, petition,-,-,2702, exhibits.
23_2711,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter b, consents,-,-,2711, consents necessary to adoption.
23_2712,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter b, consents,-,-,2712, consents not naming adopting parents.
23_2713,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter b, consents,-,-,2713, when other consents not required.
23_2714,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter b, consents,-,-,2714, when consent of parent not required.
23_2721,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter c, hearings,-,-,2721, notice of hearing.
23_2722,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter c, hearings,-,-,2722, place of hearing.
23_2723,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter c, hearings,-,-,2723, attendance at hearing.
23_2724,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter c, hearings,-,-,2724, testimony and investigation.
23_2725,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter c, hearings,-,-,2725, religious belief.
23_2731,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter d, voluntary agreement for continuing contact,-,-,2731, purpose of subchapter.
23_2732,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter d, voluntary agreement for continuing contact,-,-,2732, definitions.
23_2733,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter d, voluntary agreement for continuing contact,-,-,2733, parties to agreement.
23_2734,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter d, voluntary agreement for continuing contact,-,-,2734, consent of a child.
23_2735,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter d, voluntary agreement for continuing contact,-,-,2735, filing and approval of an agreement.
23_2736,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter d, voluntary agreement for continuing contact,-,-,2736, failure to comply.
23_2737,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter d, voluntary agreement for continuing contact,-,-,2737, modification of agreement.
23_2738,23,domestic relations,part iii, adoption,chapter 27, petition for adoption,subchapter d, voluntary agreement for continuing contact,-,-,2738, enforcement of agreement.
